1 Proc 0 [5]: 0 [-1 1]
1 Proc 1 [5]: 0 [0 2]
1 Proc 2 [5]: 0 [1 3]
1 Proc 3 [5]: 0 [2 4]
1 Proc 4 [5]: 0 [3 0]
1 Proc 0 [5]: 1 [4 1]
1 Proc 1 [5]: 1 [0 2]
1 Proc 2 [5]: 1 [1 3]
1 Proc 3 [5]: 1 [2 4]
1 Proc 4 [5]: 1 [3 0]
1 Proc 0 [5]: 2 [4 1]
1 Proc 1 [5]: 2 [0 2]
1 Proc 2 [5]: 2 [1 3]
1 Proc 3 [5]: 2 [2 4]
1 Proc 4 [5]: 2 [3 -1]
-------------------------------------
2 Proc 0 [5]: 0 [4 1]
2 Proc 1 [5]: 0 [0 2]
2 Proc 2 [5]: 0 [1 3]
2 Proc 3 [5]: 0 [2 4]
2 Proc 4 [5]: 0 [3 -1]
2 Proc 0 [5]: 1 [4 1]
2 Proc 1 [5]: 1 [0 2]
2 Proc 2 [5]: 1 [1 3]
2 Proc 3 [5]: 1 [2 4]
2 Proc 4 [5]: 1 [3 -1]
2 Proc 0 [5]: 2 [4 1]
2 Proc 1 [5]: 2 [0 2]
2 Proc 2 [5]: 2 [1 3]
2 Proc 3 [5]: 2 [2 4]
2 Proc 4 [5]: 2 [3 -1]
1 Proc 0 [5]: 0 [-1 1]
1 Proc 1 [5]: 0 [0 2]
1 Proc 2 [5]: 0 [1 3]
1 Proc 3 [5]: 0 [2 4]
1 Proc 4 [5]: 0 [3 0]
1 Proc 0 [5]: 1 [4 1]
1 Proc 1 [5]: 1 [0 2]
1 Proc 2 [5]: 1 [1 3]
1 Proc 3 [5]: 1 [2 4]
1 Proc 4 [5]: 1 [3 0]
1 Proc 0 [5]: 2 [4 1]
1 Proc 1 [5]: 2 [0 2]
1 Proc 2 [5]: 2 [1 3]
1 Proc 3 [5]: 2 [2 4]
1 Proc 4 [5]: 2 [3 -1]
-------------------------------------
2 Proc 0 [5]: 0 [4 1]
2 Proc 1 [5]: 0 [0 2]
2 Proc 2 [5]: 0 [1 3]
2 Proc 3 [5]: 0 [2 4]
2 Proc 4 [5]: 0 [3 -1]
2 Proc 0 [5]: 1 [4 1]
2 Proc 1 [5]: 1 [0 2]
2 Proc 2 [5]: 1 [1 3]
2 Proc 3 [5]: 1 [2 4]
2 Proc 4 [5]: 1 [3 -1]
2 Proc 0 [5]: 2 [4 1]
2 Proc 1 [5]: 2 [0 2]
2 Proc 2 [5]: 2 [1 3]
2 Proc 3 [5]: 2 [2 4]
2 Proc 4 [5]: 2 [3 -1]
